PMID,Title,Abstract,Reviewer1_Decision,Reviewer1_Notes,Reviewer2_Decision,Reviewer2_Notes,Final_Decision,Exclusion_Reason
"4035027","[Surgical treatment of flail chest by sliding staples].","The authors have compared the results obtained in two series of patients with  flail chests treated by internal fixation. In the first series of 36 patients,  Judet rib staples were used. The average time of artificial ventilation was 5.8  days. In the second series of 43 patients, gliding staples were used. The average  time of artificial ventilation was only 2.6 days, a significant reduction. Thanks  to this new technique, the indications for artificial ventilation in the  treatment of flail c","","","","","",""
"40350351","Factors associated with discharge to home after traumatic rib fractures.","BACKGROUND: Chest wall injury is common among trauma patients. Generally,  patients with more medical problems tend to have worse outcomes with rib  fractures. Our aim was to determine if surgical stabilization of rib fractures  (SSRF) increases the likelihood of discharge to home. METHODS: We performed a  retrospective cohort study of patients with >/=1 comorbidity, aged 18-99 with rib  fractures from five Chest Wall Injury Society (CWIS) Collaborative Centers.  Discharge disposition of patient","","","","","",""
"40353882","Regional anaesthesia techniques for management of severe chest wall trauma: a  major trauma centre retrospective observational study.","PURPOSE: Chest wall trauma involving rib fractures represents an anaesthetic  challenge, often resulting in high opioid requirements, hypoventilation,  hypostatic pneumonia and respiratory failure. Regional anaesthesia (RA)  techniques have the potential to reduce opioid consumption and maintain  oxygenation. In this study we characterise a cohort of trauma patients who have  received RA blocks and assess the impact of such techniques on respiratory  support requirements, opioid consumption and ","","","","","",""
"40375321","A bi-institutional observational study comparing short-term and long-term outcome  of operative and non-operative management of clinical and radiological flail  chest injuries.","BACKGROUND: Operative management of chest wall injuries requiring ventilatory  support has been shown to decrease the time spent on ventilator. The main purpose  of this study was to investigate whether operative management reduces the need  for mechanical ventilation and the impact of surgery on long-term outcome  concerning pain, lung function and movement. METHODS: This is a bi-institutional  prospective observational study comparing operative (Op) and non-operative  (Non-Op) management of ad","","","","","",""
"40384286","Resorbable 3D-Printed Osteosynthetic Plates for Rib Fracture Repair.","Rib fractures are common among blunt chest trauma patients and are a hallmark of  severe thoracic injury with high morbidity and mortality rates. The standard  treatment of most rib fracture cases is limited to pain control and respiratory  support, with the surgical stabilization of rib fractures (SSRF) using titanium  plates reserved for severely injured patients. Although SSRF has been shown to  improve long-term patient outcomes, its expanded use has been limited by the  invasiveness of the ","","","","","",""
"40384973","Trends in surgical stabilization of rib fractures: A contemporary literature  review.","BACKGROUND: Blunt chest trauma leading to rib fractures is a common injury,  accounting for 20 % of thoracic trauma cases. Surgical Stabilization of Rib  Fractures (SSRF) has gained popularity due to advancements in surgical techniques  and multidisciplinary care, resulting in improved patient outcomes. Despite a  growing body of literature on SSRF, inconsistencies in study design and outcome  reporting limit the synthesis of findings and the establishment of clear clinical  guidelines. This sco","","","","","",""
"40390007","Clinical outcomes of rib fracture stabilization and conservative treatment in a  high-volume Asian trauma center: a propensity score-matched retrospective study.","BACKGROUND: Rib fractures are common chest wall injuries with conservative  treatment and surgical stabilization of rib fractures (SSRF) as treatment  options. We retrospectively compared the efficacy and long-term prognosis of  conservative treatment and SSRF as treatment options for rib fractures. METHODS:  This retrospective study was conducted at a single trauma center in Taiwan. The  study population comprised patients with rib fractures who underwent conservative  treatment or SSRF at the ","","","","","",""
"40392360","Comparison of long-term outcome between muscle sparing and non-muscle sparing  surgical techniques in rib plating.","PURPOSE: Surgical stabilization of rib fractures is an internationally  established method for treating traumatic chest wall injuries. Few studies have  compared the various surgical methods used. The aim of this study was to examine  how different surgical methods affect long-term outcomes. METHOD: This is a study  of prospectively included patients with flail chest undergoing muscle-sparing  chest wall surgery (n = 40) who were compared to historical controls who  underwent conventional surger","","","","","",""
"40400729","To fix or let them flail: the who, what and when of rib fixation.","Rib fractures occur in 10% of traumatic injuries and are a common source of  morbidity and mortality. Mortality rates for rib fractures remain alarmingly  high. Despite increasing literature in support of surgical stabilization of rib  fracture (SSRF), acceptance and incorporation of SSRF as the standard of care has  not occurred across trauma centers. This expert review highlights the 'who, what  and when' of SSRF and argues for SSRF as the gold standard for the restoration of  form and functio","","","","","",""
"40443478","Is fixation of a single end of flail segment rib fractures enough?","BACKGROUND: Segmental rib fractures in blunt thoracic trauma present with  increased morbidity and mortality with an association of increased pulmonary  insult and concomitant injuries. There is a paucity within the literature  regarding the necessity of fixation of one or both segments of rib fractures in a  flail chest. This study aimed to analyze surgical rib fixation and assess  outcomes for non-fixed fractured rib ends in segmental rib fractures. METHODS:  This is a retrospective review of ","","","","","",""
